ServiceID,CustomerID,NumberOfReferrals,Offer,PhoneService,MultipleLines,InternetService,InternetType,OnlineSecurity,OnlineBackup,DeviceProtection Plan,Premium Tech Support,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod
S5197,3724-UCSHY,5,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5198,8626-XHBIE,0,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
S5199,3192-LNKRK,10,None,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
S5200,4439-YRNVD,0,None,No,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S5201,2208-UGTGR,0,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
S5202,3005-TYFRD,4,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
S5203,8670-MEFCP,7,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
S5204,3079-BCHLN,0,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S5205,7777-UNYHB,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S5206,2969-VAPYH,0,Offer A,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card
S5207,7181-OQCUT,0,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card
S5208,8474-UMLNT,0,Offer D,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
S5209,9142-XMYJH,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5210,2649-HWLYB,2,Offer B,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S5211,5214-CHIWJ,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5212,2465-BLLEU,0,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S5213,1685-VAYJF,0,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5214,8874-EJNSR,8,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5215,5049-MUBWG,0,None,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
S5216,0769-MURVM,5,Offer A,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S5217,9253-VIFJQ,6,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card
S5218,7030-FZTFM,5,Offer A,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card
S5219,9741-YLNTD,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5220,5120-ZBLAI,5,Offer B,Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
S5221,1194-BHJYC,1,Offer B,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
S5222,0906-QVPMS,4,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S5223,1905-OEILC,0,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5224,7858-GTZSP,0,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
S5225,6248-BSHKG,7,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5226,4685-TFLLS,1,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S5227,3470-BTGQO,0,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S5228,1209-VFFOC,10,Offer A,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
S5229,4553-DVPZG,10,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5230,6917-IAYHD,0,Offer E,No,No,Yes,Cable,No,Yes,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card
S5231,8620-RJPZN,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
S5232,7572-KPVKK,0,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S5233,2642-MAWLJ,8,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
S5234,7103-ZGVNT,10,Offer A,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card
S5235,2027-WKXMW,10,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5236,7137-NAXML,0,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S5237,2428-ZMCTB,0,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5238,2961-VNFKL,2,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
S5239,6963-KQYQB,4,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5240,5934-RMPOV,0,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5241,1207-BLKSA,1,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5242,8316-BBQAY,0,None,No,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
S5243,1166-PQLGG,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
S5244,3146-JTQHR,3,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S5245,4291-YZODP,0,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5246,6427-FEFIG,8,Offer C,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
S5247,0017-IUDMW,2,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
S5248,8706-HRADD,0,Offer D,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
S5249,9955-QOPOY,7,None,No,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
S5250,4385-ZKVNW,4,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S5251,9031-ZVQPT,10,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S5252,2990-IAJSV,0,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S5253,9027-YFHQJ,0,Offer E,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S5254,5176-LDKUH,0,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal
S5255,4644-OBGFZ,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5256,7926-IJOOU,0,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5257,6480-YAGIY,0,None,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card
S5258,4029-HPFVY,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S5259,7602-DBTOU,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5260,5345-BMKWB,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5261,5457-COLHT,5,None,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S5262,7998-WNZEM,0,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S5263,4664-NJCMS,7,Offer C,No,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S5264,0307-BCOPK,0,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5265,2542-HYGIQ,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5266,5016-LIPDW,1,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5267,6481-LXPWL,1,None,No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,No,One Year,Yes,Credit Card
S5268,6124-ACRHJ,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5269,9362-MWODR,0,None,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
S5270,9975-GPKZU,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5271,9625-RZFUK,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5272,5153-LXKDT,1,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S5273,5161-UBZXI,1,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
S5274,1020-JPQOW,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal
S5275,7919-ZODZZ,1,Offer D,Yes,No,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card
S5276,0565-JUPYD,0,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card
S5277,6867-ACCZI,1,Offer C,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
S5278,5939-XAIXZ,0,Offer D,Yes,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S5279,9054-FOWNV,1,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S5280,8207-VVMYB,1,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
S5281,9732-EQMWY,1,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal
S5282,5269-NRGDP,1,None,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
S5283,6195-MELTI,0,None,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card
S5284,2121-JAFOM,1,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
S5285,1227-UDMZR,4,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S5286,5198-HQAEN,5,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
S5287,2167-FQSTQ,8,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
S5288,2819-GWENI,9,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5289,3572-UUHRS,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S5290,2692-PFYTJ,0,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S5291,5955-EPOAZ,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S5292,6821-JPCDC,4,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S5293,8815-LMFLX,8,Offer C,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S5294,9135-HSWOC,3,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
S5295,8582-KRHPJ,0,Offer B,No,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S5296,5811-IWXYM,1,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal
S5297,1506-YJTYT,9,Offer B,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,No,Credit Card
S5298,4123-DVHPH,3,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5299,2228-BZDEE,0,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5300,2789-CZANW,7,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
S5301,7596-LDUXP,0,Offer D,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,One Year,Yes,Credit Card
S5302,2192-OZITF,0,Offer B,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
S5303,5651-CPDND,0,Offer D,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S5304,1131-ALZWV,0,Offer C,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S5305,7729-XBTWX,7,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
S5306,9134-WYRVP,0,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card
S5307,3284-SVCRO,6,Offer B,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5308,9732-OUYRN,3,Offer B,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5309,0559-CKHUS,6,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
S5310,2931-SVLTV,6,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
S5311,7504-UWHNB,0,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
S5312,2582-FFFZR,0,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5313,8908-NMQTX,0,None,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
S5314,1431-AIDJQ,1,Offer C,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
S5315,6288-LBEAR,0,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S5316,8413-YNHNV,0,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
S5317,5808-TOTXO,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card
S5318,4369-NYSCF,0,Offer B,Yes,No,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal
S5319,6333-YDVLT,0,None,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
S5320,5324-KTGCG,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S5321,7394-LWLYN,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S5322,6873-UDNLD,0,None,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
S5323,2700-LUEVA,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5324,0958-YHXGP,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S5325,1101-SSWAG,1,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S5326,5743-KHMNA,0,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
S5327,4194-FJARJ,6,None,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal
S5328,5325-UWTWJ,4,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S5329,3969-GYXEL,0,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S5330,6992-TKNYO,2,Offer C,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card
S5331,4468-YDOVK,0,None,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S5332,2200-DSAAL,0,None,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
S5333,4302-ZYFEL,8,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card
S5334,9351-LZYGF,4,None,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S5335,4366-CTOUZ,0,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
S5336,1518-OMDIK,6,Offer C,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S5337,6671-NGWON,0,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5338,0595-ITUDF,0,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S5339,1955-IBMMB,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
S5340,0096-BXERS,10,Offer E,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S5341,3806-YAZOV,0,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5342,7998-ZLXWN,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5343,6253-WRFHY,1,None,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S5344,9133-AYJZG,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
S5345,8680-CGLTP,0,Offer C,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal
S5346,8430-TWCBX,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5347,5018-GWURO,9,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S5348,6741-QRLUP,0,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card
S5349,4737-HOBAX,5,None,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
S5350,8200-KLNYW,7,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card
S5351,3372-CDXFJ,8,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S5352,4781-ZXYGU,7,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S5353,7632-YUTXB,7,Offer C,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,No,Credit Card
S5354,2718-YSKCS,6,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
S5355,9896-UYMIE,0,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S5356,0853-NWIFK,0,None,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S5357,8212-CRQXP,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card
S5358,6980-CDGFC,5,Offer A,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal
S5359,7691-XVTZH,5,Offer A,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
S5360,2520-SGTTA,4,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5361,1088-CNNKB,9,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card
S5362,1930-BZLHI,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card
S5363,5868-YTYKS,0,Offer E,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
S5364,3525-DVKFN,0,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
S5365,1482-OXZSY,0,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5366,0377-JBKKT,9,Offer D,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card
S5367,5778-BVOFB,0,Offer E,Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S5368,3373-YZZYM,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5369,0228-MAUWC,0,Offer D,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S5370,7663-YJHSN,10,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal
S5371,4915-BFSXL,9,Offer A,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,No,Yes,Two Year,No,Credit Card
S5372,3086-RUCRN,0,Offer A,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5373,5215-LNLDJ,3,None,No,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5374,0257-KXZGU,9,Offer C,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal
S5375,1307-ATKGB,0,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5376,3714-XPXBW,0,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card
S5377,1850-AKQEP,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5378,2824-DXNKN,8,Offer A,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Bank Withdrawal
S5379,0848-ZGQIJ,3,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5380,3621-CHYVB,2,None,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5381,8042-RNLKO,0,Offer A,Yes,Yes,No,None,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal
S5382,5372-FBKBN,0,Offer D,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5383,0420-TXVSG,9,Offer A,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Credit Card
S5384,6217-TOWGS,5,Offer D,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S5385,1045-LTCYT,5,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
S5386,1544-JJMYL,0,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,No,Credit Card
S5387,4636-JGAAI,10,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card
S5388,6874-SGLHU,0,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
S5389,5951-AOFIH,0,None,Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card
